case_id,benchmark_id,mode,coeff,maxdim,threshold_label,dimension,normalization_mode,library,interval_count,signature
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,1,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,raw_exact,gudhi,1,0x1.37a0000000000p+3|0x1.37a0000000000p+3
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__full,tfim_obc_n4_g1p00__quantized,quantized,2,2,full,2,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,raw_exact,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,raw_exact,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,raw_exact,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,threshold_truncation_harmonized,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,threshold_truncation_harmonized,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,0,threshold_truncation_harmonized,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,raw_exact,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,1,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,raw_exact,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p2__h2__selected,tfim_obc_n4_g1p00__quantized,quantized,2,2,selected,2,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,raw_exact,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,raw_exact,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,raw_exact,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,threshold_truncation_harmonized,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,threshold_truncation_harmonized,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,0,threshold_truncation_harmonized,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,raw_exact,gudhi,3,0x1.37a0000000000p+3|0x1.37a0000000000p+3::0x1.4ed0000000000p+2|0x1.4ed0000000000p+2::0x1.4ed0000000000p+2|0x1.4ed0000000000p+2
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__full,tfim_obc_n4_g1p00__quantized,quantized,3,1,full,1,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,raw_exact,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,raw_exact,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,raw_exact,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,0,threshold_truncation_harmonized,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|trunc_inf::0x0.0p+0|trunc_inf
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,raw_exact,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h1__selected,tfim_obc_n4_g1p00__quantized,quantized,3,1,selected,1,threshold_truncation_harmonized,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,raw_exact,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,raw_exact,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,raw_exact,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,gudhi,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,ripser,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,0,threshold_truncation_harmonized,dionysus,4,0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.0900000000000p+1::0x0.0p+0|0x1.2120000000000p+1::0x0.0p+0|inf
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,raw_exact,gudhi,3,0x1.37a0000000000p+3|0x1.37a0000000000p+3::0x1.4ed0000000000p+2|0x1.4ed0000000000p+2::0x1.4ed0000000000p+2|0x1.4ed0000000000p+2
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,raw_exact,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,raw_exact,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals,dionysus,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,gudhi,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,ripser,0,
tfim_obc_n4_g1p00__quantized__p3__h2__full,tfim_obc_n4_g1p00__quantized,quantized,3,2,full,1,drop_zero_length_intervals_plus_float32_roundtrip,dionysus,0,
